symbol,stock_name,industry,sub_industry,benchmark
UJJIVAN,Ujjivan Financial Services Limited,FINANCIAL SERVICES,FINANCE - GENERAL,NIFTY BANK
ULTRACEMCO,UltraTech Cement Limited,CEMENT & CEMENT PRODUCTS,CEMENT - MAJOR,
UMANGDAIRY,Umang Dairies Limited,,,
UMESLTD,Usha Martin Education & Solutions Limited,,,
UNICHEMLAB,Unichem Laboratories Limited,PHARMA,PHARMACEUTICALS,NIFTY PHARMA
UNIENTER,Uniphos Enterprises Limited,,,
UNIINFO,,,,
UNIONBANK,Union Bank of India,FINANCIAL SERVICES,BANKS - PUBLIC SECTOR,NIFTY BANK
UNIPLY,Uniply Industries Limited,,,
UNITECH,Unitech Limited,CONSTRUCTION,CONSTRUCTION & CONTRACTING - CIVIL,NIFTY REALTY
UNITEDBNK,United Bank of India,FINANCIAL SERVICES,BANKS - PUBLIC SECTOR,NIFTY BANK
UNITY,Unity Infraprojects Limited,CONSTRUCTION,,NIFTY INFRA
UNIVCABLES,Universal Cables Limited,,,
UPL,UPL Limited,FERTILISERS & PESTICIDES,CHEMICALS,
URJA,Urja Global Limited,,,
USHAMART,Usha Martin Limited,,,
USHERAGRO,Usher Agro Limited,,,
UTIFEFRGR4,,,,
UTINEXT50,,,,
UTINIFTETF,,,,
UTTAMSTL,Uttam Galva Steels Limited,METALS,,NIFTY METAL
UTTAMSUGAR,Uttam Sugar Mills Limited,CONSUMER GOODS,SUGAR,NIFTY CONSUMPTION
UVSL,Uttam Value Steels Limited,METALS,,NIFTY METAL
V2RETAIL,V2 Retail Limited,CONSUMER GOODS,RETAIL,NIFTY FMCG
VADILALIND,Vadilal Industries Limited,,,
VAIBHAVGBL,Vaibhav Global Limited,,,
VAKRANGEE,Vakrangee Limited,IT,COMPUTERS - SOFTWARE MEDIUM & SMALL,NIFTY IT
VARDHACRLC,Vardhman Acrylics Limited,,,
VARDMNPOLY,Vardhman Polytex Limited,,,
VARROC,,,,
VASA,,,,
VASCONEQ,Vascon Engineers Limited,INDUSTRIAL MANUFACTURING,,
VASWANI,Vaswani Industries Limited,,,
VBL,Varun Beverages Limited,CONSUMER GOODS,FOOD PROCESSING,NIFTY CONSUMPTION
VEDL,Vedanta Limited,METALS,MINING & MINERALS,NIFTY METAL
VENKEYS,Venky's (India) Limited,,,
VENUSREM,Venus Remedies Limited,,,
VERTOZ,,,,
VESUVIUS,Vesuvius India Limited,,,
VETO,Veto Switchgears And Cables Limited,,,
VGUARD,V-Guard Industries Limited,INDUSTRIAL MANUFACTURING,ELECTRIC EQUIPMENT,
VHL,Vardhman Holdings Limited,,,
VICEROY,Viceroy Hotels Limited,SERVICES,HOTELS,
VIDEOIND,Videocon Industries Limited,CONSUMER GOODS,CONSUMER GOODS - ELECTRONIC,NIFTY CONSUMPTION
VIDHIING,Vidhi Specialty Food Ingredients Limited,CONSUMER GOODS,FOOD PROCESSING,NIFTY CONSUMPTION
VIJAYABANK,Vijaya Bank,FINANCIAL SERVICES,BANKS - PUBLIC SECTOR,NIFTY BANK
VIJIFIN,,,,
VIJSHAN,Vijay Shanthi Builders Limited,,,
VIKASECO,Vikas EcoTech Limited,,,
VIMTALABS,Vimta Labs Limited,,,
VINATIORGA,Vinati Organics Limited,CHEMICALS,CHEMICALS,
VINDHYATEL,Vindhya Telelinks Limited,,,
VINYLINDIA,Vinyl Chemicals (India) Limited,CHEMICALS,CHEMICALS,
VIPCLOTHNG,VIP Clothing Limited,TEXTILES,TEXTILES - READYMADE APPARELS,
VIPIND,VIP Industries Limited,CONSUMER GOODS,PLASTICS,NIFTY CONSUMPTION
VIPULLTD,Vipul Limited,,,
VISAKAIND,Visaka Industries Limited,,,
VISASTEEL,Visa Steel Limited,METALS,,NIFTY METAL
VISESHINFO,,,,
VISHNU,Vishnu Chemicals Limited,CHEMICALS,CHEMICALS,
VIVIDHA,Visagar Polytex Limited,,,
VIVIMEDLAB,Vivimed Labs Limited,,,
VLSFINANCE,VLS Finance Limited,FINANCIAL SERVICES,FINANCE - LEASING & HIRE PURCHASE,NIFTY BANK
VMART,V-Mart Retail Limited,CONSUMER GOODS,RETAIL,NIFTY FMCG
VOLTAMP,Voltamp Transformers Limited,,,
VOLTAS,Voltas Limited,CONSTRUCTION,DIVERSIFIED,NIFTY CONSUMPTION
VRLLOG,VRL Logistics Limited,SERVICES,TRANSPORT & LOGISTICS,
VSCL,,,,
VSSL,Vardhman Special Steels Limited,METALS,,NIFTY METAL
VSTIND,VST Industries Limited,CONSUMER GOODS,CIGARETTES,NIFTY CONSUMPTION
VSTTILLERS,V.S.T Tillers Tractors Limited,,,
VTL,Vardhman Textiles Limited,TEXTILES,TEXTILES - SPINNING - COTTON BLENDED,
WABAG,VA Tech Wabag Limited,SERVICES,INFRASTRUCTURE - GENERAL,
WABCOINDIA,WABCO India Limited,AUTOMOBILE,AUTO ANCILLARIES,NIFTY AUTO
WALCHANNAG,Walchandnagar Industries Limited,,,
WANBURY,Wanbury Limited,,,
WEBELSOLAR,Websol Energy System Limited,,,
WEIZFOREX,Weizmann Forex Limited,,,
WEIZMANIND,Weizmann Limited,,,
WELCORP,Welspun Corp Limited,METALS,STEEL - TUBES & PIPES,NIFTY METAL
WELENT,Welspun Enterprises Limited,,,
WELINV,Welspun Investments and Commercials Limited,,,
WELSPUNIND,Welspun India Limited,TEXTILES,TEXTILES - WEAVING,
WENDT,Wendt (India) Limited,,,
WHEELS,Wheels India Limited,,,
WHIRLPOOL,Whirlpool of India Limited,CONSUMER GOODS,CONSUMER GOODS - WHITE GOODS,NIFTY CONSUMPTION
WILLAMAGOR,Williamson Magor & Company Limited,,,
WINDMACHIN,Windsor Machines Limited,,,
WINSOME,Winsome Yarns Limited,,,
WIPRO,Wipro Limited,IT,COMPUTERS - SOFTWARE,NIFTY IT
WOCKPHARMA,Wockhardt Limited,PHARMA,PHARMACEUTICALS,NIFTY PHARMA
WONDERLA,Wonderla Holidays Limited,FINANCIAL SERVICES,MISCELLANEOUS,NIFTY BANK
WSI,W S Industries (I) Limited,,,
WSTCSTPAPR,West Coast Paper Mills Limited,,,
XCHANGING,Xchanging Solutions Limited,,,
XLENERGY,XL Energy Limited,,,
XPROINDIA,Xpro India Limited,,,
YESBANK,Yes Bank Limited,FINANCIAL SERVICES,BANKS - PRIVATE SECTOR,NIFTY BANK
ZEEL,Zee Entertainment Enterprises Limited,MEDIA & ENTERTAINMENT,MEDIA & ENTERTAINMENT,
ZEELEARN,Zee Learn Limited,MEDIA & ENTERTAINMENT,,
ZEEMEDIA,Zee Media Corporation Limited,,,
ZENITHBIR,,,,
ZENITHEXPO,Zenith Exports Limited,,,
ZENSARTECH,Zensar Technologies Limited,IT,COMPUTERS - SOFTWARE,NIFTY IT
ZENTEC,Zen Technologies Limited,,,
ZICOM,Zicom Electronic Security Systems Limited,,,
ZODIAC,,,,
ZODIACLOTH,Zodiac Clothing Company Limited,TEXTILES,TEXTILES - READYMADE APPARELS,
ZODJRDMKJ,Zodiac JRD- MKJ Limited,,,
ZOTA,,,,
ZUARI,Zuari Agro Chemicals Limited,CHEMICALS,FERTILISERS,
ZUARIGLOB,Zuari Global Limited,,,
ZYDUSWELL,Zydus Wellness Limited,,,
ZYLOG,Zylog Systems Limited,,,
