symbol,name,facev,marketcap_cr,vwap,outshares,dividend,exdate,recorddate
ALMONDZ,Almondz Global Securities Limited,6.00,32.18,40.20,8004975.124378108,ANNUAL GENERAL MEETING,19-SEP-17,-
ALOKTEXT,Alok Industries Limited,10.00,435.11,4.28,1016612149.5327103,ANNUAL GENERAL MEETING,01-SEP-17,-
ALPA,Alpa Laboratories Limited,10.00,29.49,30.61,9634106.501143416,ANNUAL GENERAL MEETING,20-SEP-17,-
ALPHAGEO,Alphageo (India) Limited,10.00,235.08,681.03,3451830.3158451174,ANNUAL GENERAL MEETING\/DIVIDEND- RS 8 PER SHARE,03-SEP-18,-
ALPSINDUS,Alps Industries Limited,10.00,8.28,2.90,28551724.137931034,ANNUAL GENERAL MEETING,06-AUG-18,-
AMARAJABAT,Amara Raja Batteries Limited,1.00,7311.87,888.13,82328825.73497124,ANNUAL GENERAL MEETING \/ DIVIDEND- RS 2.15 PER SHARE,02-AUG-18,-
AMBER,Amber Enterprises India Limited,10.00,469.76,938.04,5007888.789390644,-,-,-
AMBIKCO,Ambika Cotton Mills Limited,10.00,375.20,1288.46,2912003.4770190767,INTERIM DIVIDEND RS 10\/- PER SHARE,28-AUG-17,-
AMBUJACEM,Ambuja Cements Limited,2.00,16879.47,238.08,708983114.9193549,DIVIDEND - RS 2 PER SHARE,05-APR-18,-
AMDIND,AMD Industries Limited,10.00,17.65,27.53,6411187.795132581,ANNUAL GENERAL MEETING,20-SEP-17,-
AMJLAND,Amj Land Holdings Limited,2.00,39.50,25.47,15508441.303494306,ANNUAL GENERAL MEETING\/DIVIDEND- RS 0.20 PER SHARE,06-JUL-18,-
AMRUTANJAN,Amrutanjan Health Care Limited,1.00,358.15,245.17,14608231.023371538,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 2\/- PER SHARE TO RE 1\/- PER SHARE,13-APR-18,16-APR-18
AMTEKAUTO,Amtek Auto Limited,2.00,79.24,6.35,124787401.57480316,ANNUAL GENERAL MEETING,25-SEP-17,-
ANANTRAJ,Anant Raj Limited,2.00,467.86,43.20,108300925.92592593,ANNUAL GENERAL MEETING\/DIVIDEND - RE 0.24 PER SHARE,21-SEP-17,-
ANDHRABANK,Andhra Bank,10.00,865.08,32.83,263502893.69479138,ANNUAL GENERAL MEETING,29-JUN-18,-
ANDHRACEMT,Andhra Cements Limited,10.00,71.50,8.64,82754629.62962961,ANNUAL GENERAL MEETING,19-SEP-17,-
ANDHRSUGAR,The Andhra Sugars Limited,10.00,560.02,387.24,14461832.455324864,DIVIDEND- RS 10 PER SHARE,12-SEP-18,-
ANGIND,ANG Industries Limited,10.00,2.60,2.61,9961685.82375479,ANNUAL GENERAL MEETING,28-JUN-17,-
ANIKINDS,Anik Industries Limited,10.00,33.99,31.39,10828289.264096847,ANNUAL GENERAL MEETING,14-SEP-18,-
ANKITMETAL,Ankit Metal & Power Limited,10.00,2.46,0.63,39047619.047619045,ANNUAL GENERAL MEETING,12-SEP-17,-
ANSALAPI,Ansal Properties & Infrastructure Limited,5.00,131.65,16.19,81315626.93020383,ANNUAL GENERAL MEETING,19-SEP-18,-
ANSALHSG,Ansal Housing and Construction Limited,10.00,39.41,15.60,25262820.512820512,ANNUAL GENERAL MEETING,18-AUG-17,-
ANTGRAPHIC,Antarctica Limited,1.00,4.43,0.50,88600000.0,ANNUAL GENERAL MEETING,06-SEP-17,-
APARINDS,Apar Industries Limited,10.00,989.36,615.59,16071736.05809061,ANNUAL GENERAL MEETING\/DIVIDEND- RS 9.50 PER SHARE,01-AUG-18,-
APCL,Anjani Portland Cement Limited,10.00,92.10,155.02,5941168.881434653,ANNUAL GENERAL MEETING\/DIVIDEND- RS 2 PER SHARE,30-AUG-18,-
APCOTEXIND,Apcotex Industries Limited,5.00,546.55,624.45,8752502.201937703,ANNUAL GENERAL MEETING\/DIVIDEND- RS 6 PER SHARE,19-JUL-18,-
APEX,Apex Frozen Foods Limited,10.00,396.31,469.50,8441107.561235357,-,-,-
APLAPOLLO,APL Apollo Tubes Limited,10.00,1836.08,1678.62,10938032.431401985,ANNUAL GENERAL MEETING\/ DIVIDEND- RS 12 PER SHARE,21-SEP-17,-
APLLTD,Alembic Pharmaceuticals Limited,2.00,2994.15,594.42,50370949.8334511,ANNUAL GENERAL MEETING\/DIVIDEND- RS 4 PER SHARE (PURPOSE REVISED),18-JUL-18,-
APOLLO,Apollo Micro Systems Limited,10.00,62.58,158.38,3951256.4717767397,-,-,-
APOLLOHOSP,Apollo Hospitals Enterprise Limited,5.00,11029.27,1187.04,92914055.12872355,ANNUAL GENERAL MEETING\/DIVIDEND- RS 5 PER SHARE,12-SEP-18,-
APOLLOTYRE,Apollo Tyres Limited,1.00,8987.48,262.15,342837306.88537097,DIVIDEND-RS 3 PER SHARE,18-JUL-18,-
APOLSINHOT,Apollo Sindoori Hotels Limited,10.00,55.46,1416.92,391412.3592016486,ANNUAL GENERAL MEETING\/DIVIDEND- RS 5 PER SHARE (PURPOSE REVISED),20-JUL-18,-
APTECHT,Aptech Limited,10.00,476.29,242.82,19614941.108640146,ANNUAL GENERAL MEETING,19-JUL-18,-
ARCHIDPLY,Archidply Industries Limited,10.00,35.80,59.74,5992634.750585871,ANNUAL GENERAL MEETING,31-AUG-17,-
ARCHIES,Archies Limited,2.00,37.15,28.24,13155099.150141643,ANNUAL GENERAL MEETING,20-SEP-17,-
ARCOTECH,Arcotech Limited,2.00,41.48,15.27,27164374.590700716,ANNUAL GENERAL MEETING\/ DIVIDEND - RE 0.30 PER SHARE,21-SEP-17,-
ARIES,Aries Agro Limited,10.00,73.99,125.83,5880155.7657156475,ANNUAL GENERAL MEETING\/DIVIDEND RS 2.30 PER SHARE,12-SEP-18,-
ARIHANTSUP,Arihant Superstructures Limited,10.00,72.13,67.85,10630803.242446573,ANNUAL GENERAL MEETING\/DIVIDEND RE 0.50 PER SHARE,19-SEP-18,-
ARMANFIN,Arman Financial Services Limited,10.00,170.16,405.97,4191442.7174421754,ANNUAL GENERAL MEETING\/DIVIDEND RE 1 PER SHARE,30-AUG-18,-
AROGRANITE,Aro Granite Industries Limited,10.00,51.41,58.82,8740224.413464807,ANNUAL GENERAL MEETING,10-SEP-18,-
ARROWGREEN,Arrow Greentech Limited,10.00,64.72,159.47,4058443.594406471,ANNUAL GENERAL MEETING\/DIVIDEND RS 2 PER SHARE,10-SEP-18,-
ARROWTEX,Arrow Textiles Limited,10.00,17.65,29.70,5942760.9427609425,ANNUAL GENERAL MEETING\/ DIVIDEND - RS 1.5 PER SHARE,18-SEP-17,-
ARSHIYA,Arshiya Limited,2.00,253.19,50.15,50486540.37886341,ANNUAL GENERAL MEETING,14-SEP-17,-
ARSSINFRA,ARSS Infrastructure Projects Limited,10.00,29.44,25.92,11358024.691358024,ANNUAL GENERAL MEETING,07-SEP-18,-
ARVIND,Arvind Limited,10.00,5997.45,407.01,147353873.3692047,ANNUAL GENERAL MEETING\/DIVIDEND RS - 2.40\/ per share,21-AUG-18,-
ARVSMART,Arvind SmartSpaces Limited,10.00,221.27,159.58,13865772.653214687,ANNUAL GENERAL MEETING,16-AUG-18,-
ASAHIINDIA,Asahi India Glass Limited,1.00,3646.49,327.52,111336406.93698095,ANNUAL GENERAL MEETING\/DIVIDEND- RS 1.50 PER SHARE,30-JUL-18,-
ASAHISONG,Asahi Songwon Colors Limited,10.00,94.69,278.96,3394393.4614281617,ANNUAL GENERAL MEETING,05-SEP-17,-
ASAL,Automotive Stampings and Assemblies Limited,10.00,22.25,56.26,3954852.4706718805,ANNUAL GENERAL MEETING,28-MAY-18,-
ASHAPURMIN,Ashapura Minechem Limited,2.00,220.83,50.25,43946268.656716414,ANNUAL GENERAL MEETING,11-SEP-17,-
ASHIANA,Ashiana Housing Limited,2.00,597.36,149.89,39853225.698845826,ANNUAL GENERAL MEETING\/DIVIDEND- RE 0.25 PER SHARE,14-AUG-18,-
ASHIMASYN,Ashima Limited,10.00,88.58,21.58,41047265.98702503,ANNUAL GENERAL MEETING,02-AUG-18,-
ASHOKA,Ashoka Buildcon Limited,5.00,1865.32,142.00,131360563.38028169,BONUS 1:2,12-JUL-18,13-JUL-18
ASHOKLEY,Ashok Leyland Limited,1.00,18452.26,128.52,1435750077.808901,DIVIDEND- RS 2.43 PER SHARE,09-JUL-18,-
ASIANHOTNR,Asian Hotels (North) Limited,10.00,123.05,226.94,5422138.010046708,ANNUAL GENERAL MEETING,26-JUL-18,-
ASIANPAINT,Asian Paints Limited,1.00,63525.46,1408.15,451127081.6319283,DIVIDEND- RS 6.05 PER SHARE,14-JUN-18,-
ASIANTILES,Asian Granito India Limited,10.00,302.13,227.54,13278104.94858047,ANNUAL GENERAL MEETING\/DIVIDEND RS 1.30 PER SHARE,10-SEP-18,-
ASPINWALL,Aspinwall and Company Limited,10.00,60.11,214.85,2797765.883174308,ANNUAL GENERAL MEETING\/DIVIDEND- RS 3.50 PER SHARE,26-JUL-18,-
ASSAMCO,Assam Company India Limited,1.00,83.54,4.58,182401746.72489083,ANNUAL GENERAL MEETING,22-AUG-17,-
ASTEC,Astec LifeSciences Limited,10.00,405.34,633.74,6395998.358948464,ANNUAL GENERAL MEETING\/DIVIDEND- RS 1.50 PER SHARE,19-JUL-18,-
ASTERDM,Aster DM Healthcare Limited,10.00,1026.19,183.70,55862275.4491018,-,-,-
ASTRAL,Astral Poly Technik Limited,1.00,5358.55,1122.11,47754230.86863142,ANNUAL GENERAL MEETING\/DIVIDEND RE 0.35 PER SHARE,14-AUG-18,-
ASTRAMICRO,Astra Microwave Products Limited,2.00,728.28,97.40,74772073.92197125,DIVIDEND- RS 1.20 PER SHARE,19-JUL-18,-
ASTRAZEN,AstraZeneca Pharma India Limited,2.00,1161.59,1823.25,6370985.876868229,ANNUAL GENERAL MEETING,30-AUG-18,-
ASTRON,Astron Paper & Board Mill Limited,10.00,156.73,114.27,13715760.917126106,ANNUAL GENERAL MEETING,12-SEP-18,-
ATFL,Agro Tech Foods Limited,10.00,662.97,622.38,10652173.913043479,DIVIDEND- RS 2.50 PER SHARE,17-JUL-18,-
ATLANTA,Atlanta  Limited,2.00,85.92,37.06,23184025.903939556,ANNUAL GENERAL MEETING\/DIVIDEND - RE 0.30 PER SHARE,21-JUL-17,-
ATLASCYCLE,Atlas Cycles (Haryana) Limited,5.00,49.38,143.69,3436564.8270582506,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10\/- PER SHARE TO RS 5\/- PER SHARE,30-OCT-17,31-OCT-17
ATUL,Atul Limited,10.00,4920.13,3009.96,16346164.068625497,DIVIDEND RS - 12\/- PER SHARE,12-JUL-18,-
ATULAUTO,Atul Auto Limited,5.00,405.93,392.19,10350340.396236518,INTERIM DIVIDEND - RS 2.75 PER SHARE,13-DEC-17,14-DEC-17
AUBANK,AU Small Finance Bank Limited,10.00,3933.28,694.83,56607803.347581424,ANNUAL GENERAL MEETING\/DIVIDEND- RE 0.50 PER SHARE,30-JUL-18,-
AURIONPRO,Aurionpro Solutions Limited,10.00,257.29,186.80,13773554.60385439,SCHEME OF DEMERGER,14-AUG-18,17-AUG-18
AUROPHARMA,Aurobindo Pharma Limited,1.00,18548.90,661.48,280415129.70913714,ANNUAL GENERAL MEETING,21-AUG-18,-
AUSOMENT,Ausom Enterprise Limited,10.00,20.05,59.07,3394277.975283562,ANNUAL GENERAL MEETING,19-SEP-18,-
AUTOAXLES,Automotive Axles Limited,10.00,569.31,1308.23,4351757.718444005,ANNUAL GENERAL MEETING\/ DIVIDEND- RS 13.50 PER SHARE,02-AUG-18,-
AUTOIND,Autoline Industries Limited,10.00,78.55,64.52,12174519.52882827,ANNUAL GENERAL MEETING,23-SEP-15,-
AUTOLITIND,Autolite (India) Limited,10.00,28.13,56.15,5009795.191451469,ANNUAL GENERAL MEETING,20-SEP-17,-
AVADHSUGAR,Avadh Sugar & Energy Limited,10.00,143.82,351.99,4085911.531577601,-,-,-
AVANTIFEED,Avanti Feeds Limited,1.00,1803.69,452.13,39893172.31769624,DIVIDEND- RE 6 PER SHARE (RATE REVISED),30-JUL-18,-
AVTNPL,AVT Natural Products Limited,1.00,127.89,31.65,40407582.93838863,ANNUAL GENERAL MEETING\/DIVIDEND- RE 0.20 PER SHARE,06-AUG-18,-
AXISBANK,Axis Bank Limited,2.00,107427.79,624.75,1719532452.9811924,ANNUAL GENERAL MEETING,31-MAY-18,-
AXISCADES,AXISCADES Engineering Technologies Limited,5.00,133.97,105.04,12754188.880426502,ANNUAL GENERAL MEETING,26-AUG-15,-
AYMSYNTEX,AYM Syntex Limited,10.00,48.84,39.72,12296072.507552871,ANNUAL GENERAL MEETING,14-SEP-18,-
BAFNAPHARM,Bafna Pharmaceuticals Limited,10.00,25.94,21.11,12288015.158692565,ANNUAL GENERAL MEETING,21-SEP-17,-
BAGFILMS,B.A.G Films and Media Limited,2.00,71.52,7.55,94728476.82119206,ANNUAL GENERAL MEETING,18-SEP-17,-
BAJAJ-AUTO,Bajaj Auto Limited,10.00,37201.44,2748.52,135350806.97975639,ANNUAL GENERAL MEETING \/ DIVIDEND- RS 60 PER SHARE,05-JUL-18,-
BAJAJCORP,Bajaj Corp Limited,1.00,2035.10,417.21,48778792.45463915,ANNUAL GENERAL MEETING,13-JUL-18,-
BAJAJELEC,Bajaj Electricals Limited,2.00,2070.23,545.21,37971240.43946369,ANNUAL GENERAL MEETING\/DIVIDEND- RS 3.50 PER SHARE,02-AUG-18,-
BAJAJFINSV,Bajaj Finserv Limited,5.00,42714.53,7059.88,60503195.521736905,ANNUAL GENERAL MEETING \/ DIVIDEND- RS 1.75 PER SHARE,05-JUL-18,-
BAJAJHIND,Bajaj Hindusthan Sugar Limited,1.00,606.00,6.60,918181818.1818182,ANNUAL GENERAL MEETING,12-SEP-18,-
BAJAJHLDNG,Bajaj Holdings & Investment Limited,10.00,17067.92,3017.57,56561803.040194586,ANNUAL GENERAL MEETING \/ DIVIDEND- RS 40 PER SHARE,05-JUL-18,-
BAJFINANCE,Bajaj Finance Limited,2.00,67292.71,2853.59,235817724.34021708,ANNUAL GENERAL MEETING \/ DIVIDEND- RS 4 PER SHARE,05-JUL-18,-
BALAJITELE,Balaji Telefilms Limited,2.00,467.91,108.99,42931461.60198184,ANNUAL GENERAL MEETING\/DIVIDEND- RE 0.40 PER SHARE,23-AUG-18,-
BALAMINES,Balaji Amines Limited,2.00,532.43,549.73,9685300.056391317,ANNUAL GENERAL MEETING\/DIVIDEND- RS 2.60 PER SHARE,20-AUG-18,-
BALKRISHNA,Balkrishna Paper Mills Limited,10.00,31.30,69.86,4480389.3501288295,ANNUAL GENERAL MEETING,30-AUG-18,-
BALKRISIND,Balkrishna Industries Limited,2.00,11033.75,1351.87,81618424.84854314,INTERIM DIVIDEND- RS 2 PER SHARE (PURPOSE REVISED),20-AUG-18,21-AUG-18
